,year_film,film,winner
4982,2020,White Eye,False
4983,2020,Greyhound,False
4984,2020,Love and Monsters,False
4985,2020,The Midnight Sky,False
4986,2020,The One and Only Ivan,False
4987,2020,Tenet,True
4988,2020,The White Tiger,False
4989,2020,Promising Young Woman,True
4990,2021,Being the Ricardos,False
4991,2021,"tick, tick...BOOM!",False
4992,2021,King Richard,True
4993,2021,The Tragedy of Macbeth,False
4994,2021,CODA,True
4995,2021,The Eyes of Tammy Faye,True
4996,2021,The Lost Daughter,False
4997,2021,Parallel Mothers,False
4998,2021,Spencer,False
4999,2021,West Side Story,True
5000,2021,Encanto,True
5001,2021,Flee,False
5002,2021,Luca,False
5003,2021,The Mitchells vs. the Machines,False
5004,2021,Raya and the Last Dragon,False
5005,2021,Dune,True
5006,2021,Nightmare Alley,False
5007,2021,Cruella,True
5008,2021,Cyrano,False
5009,2021,Licorice Pizza,False
5010,2021,The Power of the Dog,True
5011,2021,Ascension,False
5012,2021,Attica,False
5013,2021,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",True
5014,2021,Writing with Fire,False
5015,2021,Audible,False
5016,2021,Lead Me Home,False
5017,2021,The Queen of Basketball,True
5018,2021,Three Songs for Benazir,False
5019,2021,When We Were Bullies,False
5020,2021,Don't Look Up,False
5021,2021,Drive My Car,True
5022,2021,The Hand of God,False
5023,2021,Lunana: A Yak in the Classroom,False
5024,2021,The Worst Person in the World,False
5025,2021,Coming 2 America,False
5026,2021,House of Gucci,False
5027,2021,No Time to Die,True
5028,2021,Four Good Days,False
5029,2021,Affairs of the Art,False
5030,2021,Bestia,False
5031,2021,Boxballet,False
5032,2021,Robin Robin,False
5033,2021,The Windshield Wiper,True
5034,2021,Ala Kachuu - Take and Run,False
5035,2021,The Dress,False
5036,2021,The Long Goodbye,True
5037,2021,On My Mind,False
5038,2021,Please Hold,False
5039,2021,Free Guy,False
5040,2021,Shang-Chi and the Legend of the Ten Rings,False
5041,2021,Spider-Man: No Way Home,False
5042,2021,Belfast,True
5043,2022,Elvis,False
5044,2022,The Banshees of Inisherin,False
5045,2022,The Whale,True
5046,2022,Aftersun,False
5047,2022,Living,False
5048,2022,Causeway,False
5049,2022,The Fabelmans,False
5050,2022,Everything Everywhere All at Once,True
5051,2022,Tár,False
5052,2022,Blonde,False
5053,2022,To Leslie,False
5054,2022,Guillermo del Toro's Pinocchio,True
5055,2022,Marcel the Shell with Shoes On,False
5056,2022,Puss in Boots: The Last Wish,False
5057,2022,The Sea Beast,False
5058,2022,Turning Red,False
5059,2022,All Quiet on the Western Front,True
5060,2022,"Bardo, False Chronicle of a Handful of Truths",False
5061,2022,Empire of Light,False
5062,2022,Babylon,False
5063,2022,Black Panther: Wakanda Forever,True
5064,2022,Mrs. Harris Goes to Paris,False
5065,2022,Triangle of Sadness,False
5066,2022,All That Breathes,False
5067,2022,All the Beauty and the Bloodshed,False
5068,2022,Fire of Love,False
5069,2022,A House Made of Splinters,False
5070,2022,Navalny,True
5071,2022,The Elephant Whisperers,True
5072,2022,Haulout,False
5073,2022,How Do You Measure a Year?,False
5074,2022,The Martha Mitchell Effect,False
5075,2022,Stranger at the Gate,False
5076,2022,"Argentina, 1985",False
5077,2022,Close,False
5078,2022,EO,False
5079,2022,The Quiet Girl,False
5080,2022,The Batman,False
5081,2022,Tell It like a Woman,False
5082,2022,RRR,True
5083,2022,"The Boy, the Mole, the Fox and the Horse",True
5084,2022,The Flying Sailor,False
5085,2022,Ice Merchants,False
5086,2022,My Year of Dicks,False
5087,2022,An Ostrich Told Me the World Is Fake and I Think I Believe It,False
5088,2022,An Irish Goodbye,True
5089,2022,Ivalu,False
5090,2022,Le Pupille,False
5091,2022,Night Ride,False
5092,2022,The Red Suitcase,False
5093,2022,Top Gun: Maverick,True
5094,2022,Avatar: The Way of Water,True
5095,2022,Glass Onion: A Knives Out Mystery,False
5096,2022,Women Talking,True
5097,2022,Welcome to Chechnya,True
